Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Channel,Priority,Cost Price,Sale Price,Discount Amount,Finance Amount,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Purchase Date,Ship Date
Africa,Tanzania,Pemba Kusini,Western International PCs,5,HP,Chromebook,SSD,4GB,256GB,Benjamin,Hobbs,001-806-329-7893,sararichardson@example.org,Tara Price,New Sales,Finance,Offline,Low,14141,18209,857,6878,500,0,173,18005,2022-07-29,N/A
Africa,Botswana,South-East,CK Tech Store,3,Dell,Venue,HDD,8GB,1TB,James,Sparks,593-163-1390x924,mikegreen@example.org,Justin Schroeder,New Sales,Cash,Online,Medium,12579,15011,603,0,836,0,265,14817,2021-10-31,2021-11-17
Africa,Nigeria,Delta,KyaSand Tech Gadgets,3,Acer,Aspire E 15,SSD,2GB,1TB,Karen,Robles,(761)039-6643,austintucker@example.net,Brian Gonzales,New Sales,Cash,Offline,High,4575,7125,312,0,632,0,290,6413,2023-03-07,N/A
North America,New York,Yonkers,ABC Computers,9,Toshiba,Satellite,HDD,2GB,500GB,Marissa,Riddle,164-817-3045x914,marcusarmstrong@example.net,Ashley Miranda,Returns,Cash,Offline,High,28520,32067,942,0,733,0,101,29559,2023-03-24,N/A
North America,North Carolina,Statesville,DEF Machines,6,Acer,Aspire 5,SSD,8GB,500GB,Sherry,Curtis,(338)650-9695,woodsmichael@example.org,Eric Hall,Repairs,Bank Transfer,Online,Medium,21173,25865,282,0,701,1142,421,25536,2023-01-08,2023-01-30
Africa,Angola,Lunda Sul,KyaSand Tech Gadgets,6,HP,Elitebook,HDD,4GB,256GB,Antonio,Hayes,549.003.5715x8991,erica99@example.org,Kenneth Willis,Second-hand Sales,Bank Transfer,Offline,Medium,11531,14103,5,0,437,0,80,12455,2022-02-08,N/A
Africa,Botswana,North-East,GHI Machines,3,Microsoft,Surface Book,SSD,4GB,256GB,Roger,Thomas,437-866-8907x45094,alyssasimmons@example.com,Justin Schroeder,Second-hand Sales,Finance,Offline,High,9402,14388,735,40081,663,0,620,11414,2023-01-22,N/A
North America,Florida,Davie,A & A PCs,7,HP,Spectre,HDD,8GB,500GB,Tamara,Rodriguez,(418)229-7911x590,mooredeborah@example.com,Raymond Larson,Second-hand Sales,Cash,Online,Low,19779,22020,171,0,543,0,262,19988,2021-05-16,2021-06-06
North America,Texas,Odessa,LJ Computers,4,Apple,Apple Macintosh SE,SSD,8GB,500GB,Michael,Mitchell,001-104-529-3192,clarkerica@example.com,Lauren Morales,Repairs,Finance,Offline,Medium,26118,29803,820,4691,607,3900,685,29545,2023-02-17,N/A
Africa,South Africa,Eastern Cape,GH PC Shop,8,Apple,Apple Mac Pro,SSD,16GB,500GB,James,Mendez,5594378000,sprice@example.net,Daniel Lane,Repairs,Bank Transfer,Offline,High,4350,8220,273,0,575,2345,712,4377,2021-12-27,N/A
North America,Michigan,Grand Rapids,GH PC Shop,7,MSI,Modern 15,HDD,8GB,500GB,Heather,Gordon,248-435-9413x1988,chapmansherri@example.net,Michael Gomez,Second-hand Sales,Bank Transfer,Online,High,23086,26759,146,0,555,0,227,24697,2021-05-23,2021-05-28
North America,Ohio,Canton,Greens Laptops and PCs,2,Samsung,Notebook Odyssey,SSD,8GB,256GB,John,Morales,2723481117,fdelgado@example.com,Jason Gentry,Second-hand Sales,Bank Transfer,Online,Low,15154,18087,724,0,731,0,755,15464,2021-11-13,2021-12-01
Africa,Ghana,Upper East,Frankies Hardware and Software,3,Asus,ROG Strix Scar III,HDD,16GB,256GB,Kelly,Leonard,+1-305-519-0123x718,raygabriel@example.net,Jessica Morgan,Repairs,Cash,Offline,Low,12081,16913,326,0,706,4598,365,16695,2021-06-02,N/A
North America,North Carolina,Mooresville,ABC Computers,3,Toshiba,Libretto,HDD,2GB,500GB,Robert,Flores,977-134-2665x06966,thomasscott@example.net,Catherine Cuevas,Second-hand Sales,Finance,Online,Low,29422,33249,710,48916,783,0,967,29998,2022-06-29,2022-07-17
Africa,Ethiopia,Oromia,Western International PCs,7,Lenovo,IdeaPad 5,HDD,4GB,500GB,Troy,Smith,394-570-1665,christinasullivan@example.net,Thomas Ramos,Returns,Finance,Offline,Low,11141,13328,908,3757,595,0,709,12567,2024-03-08,N/A
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Jacks Hardware,5,Toshiba,Qosmio,HDD,4GB,500GB,Andrew,Walsh,(439)815-4955,jclark@example.org,Christopher Nicholson,Returns,Finance,Online,Low,14160,17774,254,39812,671,0,677,15361,2024-01-17,2024-02-08
North America,Illinois,Skokie,Western International PCs,8,Toshiba,Satellite,HDD,16GB,500GB,Caroline,Hamilton,455.224.5835x44150,erin77@example.com,Amanda Mitchell,Repairs,Finance,Offline,Low,23709,28509,150,48852,777,4002,233,27299,2023-06-13,N/A
Africa,Ethiopia,Tigray,S & A Computer Place,7,Acer,Spin 5,SSD,2GB,500GB,Jimmy,Kaufman,+1-843-355-1119,shane23@example.org,Rachel Guerrero,Repairs,Cash,Online,Medium,10663,13704,465,0,598,4764,996,11216,2022-03-28,2022-04-06
Africa,Tanzania,Manyara,Frankies Hardware and Software,6,HP,Probook,SSD,16GB,500GB,Laura,Lin,001-312-325-0329,seanlewis@example.com,Alicia Evans,Returns,Cash,Online,High,11940,16628,507,0,447,0,475,13260,2021-10-15,2021-10-24
Africa,Ghana,Greater Accra,ABC Computers,3,Lenovo,ThinkPad T14,HDD,8GB,256GB,John,Wilson,+1-789-960-4100,john48@example.net,Krista Wu,Second-hand Sales,Cash,Online,High,19109,23799,216,0,407,0,280,22730,2021-07-17,2021-08-11
North America,Georgia,Gainesville,GHI Machines,10,Acer,Aspire 7,SSD,2GB,256GB,Donald,Smith,850-753-7286,jackharmon@example.com,Kimberly Smith,Returns,Cash,Online,Low,16076,18731,726,0,727,0,321,16985,2023-08-30,2023-09-19
Africa,Tanzania,Dar es Salaam,GH PC Shop,1,Asus,ProArt StudioBook Pro X,HDD,16GB,500GB,Donald,Perez,512-274-6746x4384,williamspatrick@example.com,Aaron Taylor,Repairs,Finance,Offline,Low,23619,27598,178,41621,827,3264,200,27414,2022-08-19,N/A
Africa,Morocco,Nador,ABC Computers,5,Toshiba,Libretto,HDD,4GB,256GB,Amy,Ellis,(618)525-8055,davisdonald@example.net,Brian Johnson,Returns,Bank Transfer,Offline,Medium,28493,32778,764,0,516,0,596,28854,2021-11-07,N/A
Africa,South Africa,Western Cape,A & A PCs,4,Acer,ConceptD 5,HDD,2GB,1TB,Lori,Stevens,001-798-688-3897x709,thomasthomas@example.com,Mary Nelson,New Sales,Cash,Offline,High,8971,12595,961,0,651,0,640,10719,2021-06-13,N/A
North America,California,Fontana,LJ Computers,7,Apple,Apple MacBook Pro,HDD,16GB,256GB,Alexa,Garcia,819.197.5432x668,mmiller@example.com,Sean Rodriguez,New Sales,Cash,Offline,Low,24795,29495,796,0,581,0,426,29144,2022-03-13,N/A
North America,California,Fontana,ABC Computers,3,Acer,Aspire 5,HDD,2GB,1TB,Gabriela,Martinez,+1-732-153-6729,garciaeileen@example.net,Linda Perez,New Sales,Bank Transfer,Offline,High,23240,26420,161,0,523,0,618,24214,2023-11-03,N/A
North America,North Carolina,Chapel Hill,GHI Machines,6,Samsung,Notebook Odyssey,SSD,4GB,1TB,Melissa,Cooper,735.401.5520,darrellberger@example.com,Brittany Franklin,Second-hand Sales,Finance,Online,High,7726,11444,122,40098,691,0,569,10255,2024-02-02,2024-02-19
Africa,Morocco,Sidi Slimane,Jacks Hardware,7,Microsoft,Surface Book,HDD,16GB,500GB,Gregory,Robinson,837-231-7037x98009,sweeneysarah@example.org,John Whitney,New Sales,Bank Transfer,Online,Medium,26796,31445,343,0,761,0,414,30087,2023-06-14,2023-07-05
North America,North Carolina,Greensboro,Jacks Hardware,6,HP,Pavilion,SSD,8GB,500GB,Danielle,Williams,(788)532-5887x6963,annpatrick@example.net,Eric Hall,New Sales,Finance,Online,High,11375,13490,292,48356,788,0,482,11751,2022-06-29,2022-07-06
Africa,Kenya,Kericho,Mini Tech,7,MSI,GS66 Stealth,HDD,16GB,500GB,Matthew,Ray,+1-421-235-2257x76009,anthonyamy@example.net,Cassandra Mcmillan,New Sales,Finance,Offline,Low,29540,33463,335,44754,597,0,941,29950,2023-08-16,N/A
Africa,Egypt,Port Said,CK Tech Store,2,Samsung,Notebook 7 Spin,HDD,8GB,500GB,Ryan,Anderson,+1-420-588-4108,terrigomez@example.net,Christina Garza,Repairs,Finance,Online,Low,20535,22547,126,35187,563,1135,49,21379,2021-09-16,2021-09-29
North America,Pennsylvania,Wilkes-Barre,DEF Machines,3,Toshiba,Satellite,SSD,2GB,256GB,Lance,Ward,+1-904-254-3678x96055,zacharycantrell@example.net,Carol Wells,Repairs,Cash,Online,Medium,24238,28425,505,0,485,4414,233,26709,2024-02-05,2024-02-29
Africa,Nigeria,Niger,A & A PCs,5,Asus,VivoBook Flip 14,HDD,4GB,1TB,Brian,Blair,(060)710-0847x45885,vmiller@example.com,Timothy Leach,Repairs,Cash,Online,High,7125,11028,931,0,636,1011,591,10782,2023-06-29,2023-07-03
Africa,Nigeria,Adamawa,Western International PCs,10,Apple,Apple Mac Pro,HDD,8GB,500GB,Melinda,Reynolds,001-734-541-6271x29784,kristinhill@example.net,Pamela Morgan,Second-hand Sales,Finance,Online,Medium,9183,13734,766,283,607,0,233,9666,2022-04-13,2022-04-29
Africa,Egypt,Beheira,Jacks Hardware,10,HP,Elitebook,HDD,2GB,500GB,Dean,Castillo,437-167-7822x867,jennifer15@example.net,Jacob Hudson,Returns,Finance,Offline,High,9859,14377,270,35149,501,0,585,9976,2023-11-16,N/A
Africa,Nigeria,Katsina,DEF Machines,4,Toshiba,Dynabook,SSD,16GB,256GB,Joseph,Lopez,(018)913-5328x1940,stuartmatthew@example.org,Timothy Leach,Returns,Bank Transfer,Offline,Low,6588,11102,70,0,842,0,252,7805,2021-09-12,N/A
North America,Georgia,Athens,S & A Computer Place,6,Samsung,Notebook Odyssey,HDD,4GB,256GB,Dana,Henson,+1-763-417-4661x584,meganbaxter@example.org,Christine Ramirez,Repairs,Bank Transfer,Offline,Medium,24840,29358,626,0,553,4987,340,27669,2024-01-23,N/A
North America,Michigan,Midland,Greens Laptops and PCs,10,Toshiba,Satellite,HDD,2GB,500GB,Rachel,Hayes,622.473.4350,foxgabriel@example.com,Michael Gomez,New Sales,Finance,Offline,Medium,14263,19199,893,25562,733,0,728,14991,2021-12-16,N/A
Africa,Botswana,South-East,Ricks Computers,7,Samsung,Notebook 9 Pen,HDD,4GB,500GB,Isaac,Jacobs,(970)094-3362x88129,munozchristopher@example.org,Susan Nelson,New Sales,Bank Transfer,Online,Medium,5055,8003,30,0,517,0,639,7222,2021-06-16,2021-06-24
Africa,Nigeria,Ekiti,Mini Tech,7,MSI,Alpha 15,HDD,16GB,1TB,Gabriel,Green,406-759-6981,tonyarichardson@example.net,Randy Dillon,New Sales,Bank Transfer,Online,Low,2622,7496,945,0,658,0,539,2745,2022-10-25,2022-11-02
Africa,Ethiopia,Oromia,Frankies Hardware and Software,1,Asus,ZenBook UX425,SSD,4GB,256GB,Patrick,Weber,133-629-8471,snguyen@example.com,Joseph Good,Second-hand Sales,Cash,Online,Low,26798,30949,35,0,595,0,52,30666,2023-07-08,2023-08-04
North America,New York,Yonkers,Greens Laptops and PCs,5,Apple,Apple Macintosh Classic,HDD,2GB,1TB,Amber,Lowery,177.299.8240x3522,wrightanthony@example.com,Gabrielle Patterson,New Sales,Finance,Online,High,13956,16352,163,14439,644,0,580,15023,2022-07-16,2022-08-14
North America,Georgia,Albany,CK Tech Store,7,Apple,Apple Lisa,HDD,8GB,500GB,Yvonne,Daniel,(322)253-3503x52608,westbrandon@example.com,Joe Thomas,Second-hand Sales,Bank Transfer,Offline,High,16949,20202,27,0,644,0,258,19365,2022-01-19,N/A
Africa,Angola,Lunda Norte,S & A Computer Place,6,Samsung,Notebook Flash,SSD,2GB,500GB,Christian,Stanley,754-584-6542x82120,donald65@example.net,Hector Robertson,Repairs,Bank Transfer,Online,Medium,10065,13483,642,0,706,4962,780,12970,2022-11-30,2022-12-02
North America,Illinois,Rockford,CK Tech Store,3,Samsung,Notebook 9,SSD,16GB,500GB,Paige,Patterson,+1-499-204-4482x518,pferguson@example.org,Jerry Cox,Second-hand Sales,Bank Transfer,Offline,Medium,21708,26344,987,0,770,0,136,23741,2022-01-26,N/A
North America,Ohio,Fairfield,GH PC Shop,7,Microsoft,Surface Hub,SSD,16GB,1TB,Edward,Hunter,+1-852-062-9014,tuckerthomas@example.com,Roger Cole,Repairs,Cash,Offline,High,7388,11146,429,0,786,1229,123,9249,2022-10-19,N/A
North America,Georgia,Douglasville,Benjis Tech,6,Asus,ROG Strix Scar III,HDD,4GB,1TB,Laura,Rodriguez,(354)068-1965x75225,crystal10@example.org,Ashley Thomas,Repairs,Bank Transfer,Offline,High,29732,33154,893,0,734,4421,451,31266,2021-05-18,N/A
Africa,South Africa,KwaZulu-Natal,Mini Tech,10,Apple,Apple MacBook Pro,HDD,8GB,1TB,Meagan,Gibson,+1-609-534-2829x4367,zimmermanallison@example.com,Thomas Barr,Repairs,Cash,Online,Low,27926,30102,363,0,758,4091,773,28797,2022-09-26,2022-10-04
North America,Georgia,Kennesaw,ABC Computers,8,HP,Stream,SSD,16GB,1TB,Edwin,Grant,001-427-149-6257,edwardsstacey@example.net,Jacqueline Rice,New Sales,Finance,Offline,Low,20267,22357,120,19743,444,0,103,20921,2023-09-06,N/A
Africa,Botswana,South-East,CK Tech Store,2,Apple,Apple Power Mac G5,SSD,2GB,1TB,Michael,Miller,+1-875-661-4629,pdixon@example.org,Heather Singleton,Second-hand Sales,Cash,Offline,High,20076,23465,462,0,820,0,385,22637,2022-02-18,N/A
Africa,Ghana,Eastern,DEF Machines,2,Dell,Alienware,HDD,2GB,256GB,Kim,Smith,9432796240,neil50@example.org,Jonathan Miller,Returns,Cash,Offline,Low,6210,8982,963,0,622,0,566,6500,2023-06-15,N/A
Africa,Morocco,Mediouna,S & A Computer Place,10,HP,Spectre,HDD,4GB,256GB,Michael,Perez,+1-901-781-7324,christophercraig@example.org,Gina Day,Returns,Finance,Offline,Low,17215,22146,719,21342,597,0,346,20073,2023-08-04,N/A
North America,Texas,Irving,GHI Machines,2,Acer,Aspire 5,HDD,4GB,256GB,Ann,Lopez,841-993-5298,andreaburns@example.com,Ashley Wright,Repairs,Finance,Offline,Medium,23397,27583,694,35654,789,3255,312,24464,2022-06-12,N/A
North America,North Carolina,Greensboro,LJ Computers,6,HP,ZBook,HDD,8GB,1TB,Kelly,Herrera,+1-712-400-2793x807,john77@example.org,Robert Wood,Returns,Cash,Online,High,9868,13036,906,0,454,0,497,12545,2023-03-04,2023-03-22
Africa,Morocco,Khenifra,Jacks Hardware,6,Microsoft,Surface Book,SSD,2GB,1TB,Jacqueline,Brown,837-034-9764,johnsonjulie@example.org,John Whitney,Second-hand Sales,Cash,Online,Low,20387,22881,728,0,522,0,744,21355,2021-03-15,2021-04-14
Africa,Tanzania,Pwani,Mini Tech,5,Dell,Inspiron,SSD,4GB,500GB,Amy,Haas,546.800.4973x7539,brodriguez@example.net,Aaron Taylor,Returns,Cash,Offline,Medium,4028,8170,447,0,404,0,16,7280,2023-03-25,N/A
Africa,Ethiopia,Gambela,XYZ Tech,5,MSI,Modern 15,HDD,8GB,500GB,Melvin,Reyes,001-665-762-4402x86630,melissamunoz@example.com,Kenneth Herring,Returns,Finance,Online,High,22973,27410,974,49809,647,0,320,26539,2022-10-09,2022-10-13
Africa,South Africa,Gauteng,Greens Laptops and PCs,5,Lenovo,ThinkPad T14,SSD,16GB,256GB,James,Moore,220.078.9369,sarahle@example.net,Mary Nelson,Repairs,Cash,Offline,Low,28958,33773,600,0,558,1043,41,29153,2023-03-28,N/A
North America,Illinois,Aurora,KyaSand Tech Gadgets,4,Toshiba,Tecra,HDD,16GB,500GB,Teresa,Tran,961.316.0660x7085,samanthajuarez@example.com,Jerry Cox,Repairs,Bank Transfer,Offline,Low,26923,30420,235,0,680,1789,278,28522,2024-01-02,N/A
Africa,Egypt,Beni Suef,Mini Tech,3,Dell,OptiPlex,HDD,8GB,500GB,Kenneth,Kennedy,121.590.6255x0118,derek81@example.com,Michael Gibson,Repairs,Bank Transfer,Offline,Low,28476,31353,578,0,826,3057,492,29083,2023-11-01,N/A
North America,North Carolina,Cary,ABC Computers,7,MSI,GS66 Stealth,HDD,2GB,256GB,Angela,Taylor,(544)085-8170x2136,josephpreston@example.org,Calvin Rich,Second-hand Sales,Bank Transfer,Online,High,28624,31656,751,0,781,0,913,29112,2023-03-27,2023-04-19
North America,Ohio,Elyria,Greens Laptops and PCs,4,Dell,OptiPlex,SSD,2GB,256GB,Molly,Nichols,186.011.9030x79461,zhuerta@example.net,Melissa Fernandez,Second-hand Sales,Bank Transfer,Offline,Low,16390,20888,28,0,818,0,673,17558,2023-09-05,N/A
North America,New York,Yonkers,Ricks Computers,5,Apple,Apple Mac Mini,HDD,16GB,1TB,Sabrina,Henderson,(438)942-3969x042,wesleyyoung@example.org,Alan Newman,New Sales,Cash,Offline,Medium,21549,25719,200,0,413,0,214,22921,2023-02-04,N/A
North America,North Carolina,Wilmington,ABC Computers,7,HP,Omen,HDD,16GB,500GB,Melissa,Byrd,(973)652-7619x0432,ihoward@example.com,Morgan Moore,Returns,Bank Transfer,Offline,High,3559,6614,488,0,802,0,262,6469,2022-03-29,N/A
Africa,Kenya,Laikipia,GHI Machines,2,Acer,Spin 5,HDD,16GB,256GB,John,Perez,001-917-250-5372,david07@example.org,Jeffrey Cook,Returns,Finance,Offline,Low,10818,15151,514,5904,457,0,559,12007,2021-04-07,N/A
North America,North Carolina,Fayetteville,S & A Computer Place,5,Acer,Aspire 7,SSD,16GB,256GB,Shannon,Hendrix,001-490-499-1054x88924,bethkrause@example.org,Tamara Clark,Repairs,Finance,Online,Medium,7305,10914,670,24897,518,1830,257,8139,2023-10-13,2023-10-21
North America,Ohio,Akron,Frankies Hardware and Software,9,Dell,Precision,HDD,2GB,500GB,Amy,Pierce,728-623-7952,hevans@example.net,Max Mccann,Repairs,Bank Transfer,Online,High,22902,27695,347,0,723,1545,986,27625,2023-02-10,2023-02-25
Africa,Tanzania,Pemba Kusini,GHI Machines,6,Dell,Chromebook,SSD,8GB,256GB,Sandra,Johnson,668.091.9565x0183,erica76@example.org,Mary Fisher,Second-hand Sales,Finance,Online,Low,12092,16311,256,3130,462,0,298,15620,2022-04-10,2022-05-01
Africa,Tanzania,Tabora,ABC Computers,7,Toshiba,Satellite,SSD,4GB,1TB,Danny,Jimenez,685-371-8217x478,david88@example.com,David Osborn,New Sales,Cash,Offline,Medium,26036,29208,991,0,479,0,354,29102,2022-11-06,N/A
Africa,Kenya,Tharaka-Nithi,Benjis Tech,9,MSI,GE76 Raider,SSD,16GB,500GB,John,Robinson,354-853-4169,vincent63@example.org,Jason Robinson,Repairs,Finance,Offline,Medium,2631,6035,428,13054,670,4966,871,5634,2021-08-14,N/A
Africa,Kenya,West Pokot,KyaSand Tech Gadgets,3,MSI,GF63 Thin,SSD,4GB,500GB,Melissa,Oconnor,(461)732-9928,clarkcraig@example.net,Kenneth Moore,New Sales,Bank Transfer,Online,Low,23173,26451,54,0,698,0,555,26264,2022-08-27,2022-08-28
Africa,Nigeria,Gombe,Mini Tech,5,Apple,Apple Macintosh SE,HDD,8GB,256GB,George,Gonzalez,001-115-633-4645,tbaxter@example.org,Lisa Morgan,New Sales,Cash,Online,High,6336,10833,231,0,514,0,167,6527,2021-10-15,2021-10-20
Africa,Angola,Luanda,Benjis Tech,5,Samsung,Notebook 9,HDD,4GB,256GB,Latoya,Donaldson,216-464-7748x42388,williamslisa@example.net,Lori Anderson,Returns,Cash,Online,Medium,19925,24881,598,0,709,0,852,24212,2023-02-16,2023-03-11
Africa,Angola,Bie,Benjis Tech,4,Dell,Inspiron,HDD,16GB,1TB,Martin,Smith,001-620-131-4883,phillip91@example.net,Cassidy Mason,Returns,Cash,Offline,Medium,16263,19173,891,0,472,0,98,17269,2023-08-26,N/A
Africa,Morocco,Tiznit,CK Tech Store,2,Asus,ZenBook UX425,HDD,2GB,1TB,Jacob,Vega,001-718-844-9837x8208,shanedavis@example.com,Gina Day,Second-hand Sales,Finance,Online,Low,8069,12571,63,27706,543,0,975,12118,2023-01-02,2023-01-19
North America,North Carolina,Winston-Salem,Jacks Hardware,9,Microsoft,Surface Duo,SSD,2GB,500GB,Nicole,Roberts,+1-074-595-1652,kimberly72@example.net,Morgan Moore,Returns,Finance,Offline,High,29416,32866,968,37063,591,0,519,29689,2022-04-06,N/A
Africa,Morocco,Fes,DEF Machines,1,Dell,G Series,SSD,8GB,256GB,Elizabeth,Barry,001-579-514-0878,alexanderbryan@example.org,Gwendolyn Thomas,New Sales,Bank Transfer,Offline,Low,15845,18018,878,0,427,0,667,18000,2023-12-17,N/A
Africa,Kenya,Siaya,Western International PCs,6,Microsoft,Surface Go,HDD,2GB,1TB,Jennifer,Chavez,001-435-485-1364,maurice11@example.com,Danielle Cole,Repairs,Bank Transfer,Offline,High,14590,17519,923,0,740,4392,777,17496,2022-05-03,N/A
North America,Pennsylvania,Chester,Greens Laptops and PCs,2,Acer,Predator Triton 500,HDD,16GB,500GB,Ernest,Dennis,(621)448-7889,ajohnson@example.org,Lisa Graham,New Sales,Finance,Offline,Low,20668,23533,727,8964,506,0,810,22136,2021-10-24,N/A
North America,Florida,St. Petersburg,GHI Machines,10,Apple,Apple PowerBook G4,SSD,16GB,500GB,Daniel,Brown,+1-539-604-1769x0149,goodjesus@example.org,William Macdonald,Returns,Bank Transfer,Online,High,11515,16163,447,0,621,0,940,13525,2021-06-11,2021-07-06
Africa,South Africa,Western Cape,CK Tech Store,5,MSI,Alpha 15,SSD,8GB,256GB,Tracey,Thompson,447-726-2418x6860,sanchezcarrie@example.net,Erin Williams,Returns,Finance,Online,Low,21072,24143,436,23370,698,0,874,22439,2022-08-03,2022-08-05
Africa,Kenya,Nyandarua,Mini Tech,5,Dell,Latitude,SSD,2GB,256GB,Morgan,Smith,463.765.1479x4073,diana16@example.net,Amy Johnson,Second-hand Sales,Finance,Online,High,12777,16308,899,12846,832,0,680,16103,2021-07-02,2021-07-19
Africa,Ghana,Ashanti,Jacks Hardware,5,HP,Stream,HDD,16GB,1TB,Tina,Allen,193-792-2378x3684,lisafranklin@example.org,George Morales,Second-hand Sales,Cash,Online,High,6307,10038,818,0,436,0,271,7857,2022-04-08,2022-04-14
Africa,Ghana,Upper East,DEF Machines,3,Toshiba,Libretto,SSD,4GB,1TB,Wesley,Munoz,001-841-079-3354,taylor68@example.com,Jonathan Miller,New Sales,Finance,Offline,Medium,19119,21435,261,33739,501,0,764,20216,2023-07-25,N/A
North America,Michigan,Saginaw,Greens Laptops and PCs,10,Lenovo,IdeaPad 5,HDD,8GB,256GB,Nicholas,Li,963.308.8250x3895,laura89@example.net,Erika Larsen,Returns,Finance,Offline,High,20432,24008,940,13547,543,0,307,21227,2023-10-17,N/A
Africa,Ghana,Western,Mini Tech,3,Lenovo,Legion 5,HDD,4GB,256GB,Amber,White,+1-026-110-0736x93749,vincentoliver@example.org,Kevin Lee,Returns,Finance,Online,High,25846,30487,812,40485,830,0,563,29351,2022-07-26,2022-08-16
Africa,Botswana,Southern,Western International PCs,4,Samsung,Notebook Flash,SSD,2GB,1TB,Benjamin,Brooks,001-183-036-7020x79627,michael75@example.com,Karen Hale,New Sales,Cash,Online,High,5416,7888,55,0,510,0,173,6732,2023-09-08,2023-09-26
North America,Texas,Waco,ABC Computers,4,Asus,ExpertBook B9,SSD,2GB,500GB,Lisa,Powell,8319801039,shanescott@example.net,Lauren Morales,Second-hand Sales,Finance,Offline,Low,2895,6746,300,12397,466,0,206,4434,2023-05-01,N/A
Africa,Botswana,South-East,S & A Computer Place,2,Apple,Apple MacBook Air,HDD,8GB,1TB,Howard,Jackson,972-630-1312x747,pmann@example.net,Justin Schroeder,Second-hand Sales,Bank Transfer,Online,Medium,23289,26345,274,0,582,0,589,24608,2023-08-26,2023-09-24
Africa,Morocco,Dakhla-Oued Ed-Dahab,Benjis Tech,4,Samsung,Notebook 7 Spin,SSD,4GB,256GB,Denise,Schwartz,677-149-6653x022,christopher88@example.net,Jessica Thomas,New Sales,Finance,Offline,High,24783,29021,999,47568,742,0,680,27205,2022-03-19,N/A
Africa,Kenya,Turkana,Greens Laptops and PCs,7,Samsung,Notebook 9 Pen,HDD,8GB,256GB,Bonnie,Pham,(135)495-1786,andrew53@example.org,David Ellis,Returns,Cash,Offline,High,18865,22013,620,0,663,0,111,21213,2023-03-05,N/A
Africa,Tanzania,Njombe,GH PC Shop,10,Acer,ConceptD 5,HDD,8GB,1TB,Daniel,Burton,438-192-1963x1307,nicole91@example.net,Antonio Cobb,New Sales,Cash,Offline,Low,6336,10198,469,0,809,0,65,7158,2022-07-01,N/A
North America,Pennsylvania,Pittsburgh,GHI Machines,4,Asus,VivoBook Flip 14,HDD,4GB,500GB,Jasmine,Stone,001-550-216-0283x5749,montgomerymichael@example.net,Carol Wells,Repairs,Bank Transfer,Online,High,13916,17049,605,0,425,3768,437,16352,2023-08-21,2023-09-04
Africa,Kenya,Nakuru,XYZ Tech,3,Asus,ProArt StudioBook Pro X,SSD,8GB,1TB,Matthew,Shaw,180.839.1948x332,ericawise@example.net,Jeffrey Cook,Second-hand Sales,Finance,Offline,Low,21574,24265,352,3850,563,0,832,23086,2023-01-23,N/A
North America,Michigan,Detroit,KyaSand Tech Gadgets,7,Microsoft,Surface Book,HDD,4GB,256GB,Sierra,Reilly,(698)533-1973x8724,william38@example.org,Teresa Martin,New Sales,Cash,Offline,High,9432,12648,286,0,786,0,625,11338,2021-05-24,N/A
Africa,Botswana,Southern,KyaSand Tech Gadgets,8,Microsoft,Surface Duo,HDD,8GB,500GB,Bridget,Garcia,028-451-8592x34132,brian92@example.net,Karen Hale,New Sales,Bank Transfer,Offline,Medium,27654,32033,871,0,816,0,516,28842,2021-06-26,N/A
Africa,Nigeria,Ondo,Benjis Tech,10,Asus,TUF Gaming A15,HDD,4GB,256GB,Margaret,Hernandez,(897)036-1805,acoleman@example.com,Pamela Morgan,New Sales,Cash,Offline,High,7701,12185,738,0,453,0,776,10449,2021-12-25,N/A
Africa,Nigeria,Edo,S & A Computer Place,8,Apple,Apple Mac Mini,SSD,16GB,500GB,Jared,Mack,+1-124-964-7262x0156,larsonkrista@example.net,Pamela Morgan,Second-hand Sales,Finance,Offline,Low,29096,32906,854,38139,738,0,79,29237,2021-12-04,N/A
Africa,Ghana,Eastern,ABC Computers,4,Samsung,Notebook 9 Pen,SSD,2GB,1TB,Julie,Farmer,(226)670-4582,robynerickson@example.org,George Morales,New Sales,Bank Transfer,Offline,Low,23372,26005,925,0,504,0,879,25785,2021-08-26,N/A
Africa,Nigeria,Osun,Western International PCs,10,Acer,Aspire 7,HDD,2GB,1TB,Gary,Moss,001-623-809-0653x2658,zthomas@example.net,Collin Bryant,Second-hand Sales,Bank Transfer,Offline,Low,13210,15808,355,0,757,0,471,15574,2022-11-07,N/A
North America,California,Moreno Valley,Frankies Hardware and Software,5,Asus,ExpertBook B9,HDD,2GB,256GB,Rachel,Mcmillan,+1-031-218-5474,qedwards@example.net,Larry Smith,Second-hand Sales,Bank Transfer,Online,High,26556,29136,973,0,599,0,94,28302,2021-05-19,2021-06-05
